parameter,value,lower_bound,upper_bound,unit,status
TSH,1.1,0.4,4.0,mIU/L,Normal
TSH,2.43,0.4,4.0,mIU/L,Normal
TSH,3.19,0.4,4.0,mIU/L,Normal
TSH,3.04,0.4,4.0,mIU/L,Normal
TSH,1.08,0.4,4.0,mIU/L,Normal
TSH,1.06,0.4,4.0,mIU/L,Normal
TSH,1.45,0.4,4.0,mIU/L,Normal
TSH,1.75,0.4,4.0,mIU/L,Normal
TSH,1.9,0.4,4.0,mIU/L,Normal
TSH,2.78,0.4,4.0,mIU/L,Normal
TSH,0.76,0.4,4.0,mIU/L,Normal
TSH,0.69,0.4,4.0,mIU/L,Normal
TSH,1.85,0.4,4.0,mIU/L,Normal
TSH,2.84,0.4,4.0,mIU/L,Normal
TSH,1.21,0.4,4.0,mIU/L,Normal
TSH,2.66,0.4,4.0,mIU/L,Normal
TSH,1.42,0.4,4.0,mIU/L,Normal
TSH,3.45,0.4,4.0,mIU/L,Normal
TSH,3.48,0.4,4.0,mIU/L,Normal
TSH,1.54,0.4,4.0,mIU/L,Normal
TSH,1.33,0.4,4.0,mIU/L,Normal
TSH,1.91,0.4,4.0,mIU/L,Normal
TSH,1.36,0.4,4.0,mIU/L,Normal
TSH,2.76,0.4,4.0,mIU/L,Normal
TSH,3.26,0.4,4.0,mIU/L,Normal
TSH,2.76,0.4,4.0,mIU/L,Normal
TSH,3.25,0.4,4.0,mIU/L,Normal
TSH,1.87,0.4,4.0,mIU/L,Normal
TSH,1.09,0.4,4.0,mIU/L,Normal
TSH,2.97,0.4,4.0,mIU/L,Normal
TSH,1.75,0.4,4.0,mIU/L,Normal
TSH,2.75,0.4,4.0,mIU/L,Normal
TSH,1.46,0.4,4.0,mIU/L,Normal
TSH,0.84,0.4,4.0,mIU/L,Normal
TSH,3.8,0.4,4.0,mIU/L,Normal
TSH,1.09,0.4,4.0,mIU/L,Normal
TSH,3.78,0.4,4.0,mIU/L,Normal
TSH,3.75,0.4,4.0,mIU/L,Normal
TSH,3.15,0.4,4.0,mIU/L,Normal
TSH,2.72,0.4,4.0,mIU/L,Normal
TSH,2.45,0.4,4.0,mIU/L,Normal
TSH,4.21,0.4,4.0,mIU/L,Borderline
TSH,0.25,0.4,4.0,mIU/L,Borderline
TSH,0.17,0.4,4.0,mIU/L,Borderline
TSH,0.23,0.4,4.0,mIU/L,Borderline
TSH,4.15,0.4,4.0,mIU/L,Borderline
TSH,4.5,0.4,4.0,mIU/L,Borderline
TSH,4.4,0.4,4.0,mIU/L,Borderline
TSH,4.01,0.4,4.0,mIU/L,Borderline
TSH,4.03,0.4,4.0,mIU/L,Borderline
TSH,4.71,0.4,4.0,mIU/L,Borderline
TSH,0.08,0.4,4.0,mIU/L,Borderline
TSH,4.18,0.4,4.0,mIU/L,Borderline
TSH,4.07,0.4,4.0,mIU/L,Borderline
TSH,0.39,0.4,4.0,mIU/L,Borderline
TSH,4.61,0.4,4.0,mIU/L,Borderline
TSH,0.27,0.4,4.0,mIU/L,Borderline
TSH,4.43,0.4,4.0,mIU/L,Borderline
TSH,4.41,0.4,4.0,mIU/L,Borderline
TSH,0.11,0.4,4.0,mIU/L,Borderline
TSH,4.16,0.4,4.0,mIU/L,Borderline
TSH,4.17,0.4,4.0,mIU/L,Borderline
TSH,4.54,0.4,4.0,mIU/L,Borderline
TSH,0.02,0.4,4.0,mIU/L,Borderline
TSH,0.24,0.4,4.0,mIU/L,Borderline
TSH,4.03,0.4,4.0,mIU/L,Borderline
TSH,4.25,0.4,4.0,mIU/L,Borderline
TSH,0.37,0.4,4.0,mIU/L,Borderline
TSH,0.19,0.4,4.0,mIU/L,Borderline
TSH,0.03,0.4,4.0,mIU/L,Borderline
TSH,0.01,0.4,4.0,mIU/L,Borderline
TSH,4.31,0.4,4.0,mIU/L,Borderline
TSH,4.13,0.4,4.0,mIU/L,Borderline
TSH,0.27,0.4,4.0,mIU/L,Borderline
TSH,4.04,0.4,4.0,mIU/L,Borderline
TSH,4.42,0.4,4.0,mIU/L,Borderline
TSH,4.36,0.4,4.0,mIU/L,Borderline
TSH,0.04,0.4,4.0,mIU/L,Borderline
TSH,4.25,0.4,4.0,mIU/L,Borderline
TSH,4.29,0.4,4.0,mIU/L,Borderline
TSH,0.29,0.4,4.0,mIU/L,Borderline
TSH,0.21,0.4,4.0,mIU/L,Borderline
TSH,4.65,0.4,4.0,mIU/L,Borderline
TSH,4.49,0.4,4.0,mIU/L,Borderline
TSH,4.68,0.4,4.0,mIU/L,Borderline
TSH,0.0,0.4,4.0,mIU/L,Borderline
TSH,0.09,0.4,4.0,mIU/L,Borderline
TSH,4.46,0.4,4.0,mIU/L,Borderline
TSH,4.01,0.4,4.0,mIU/L,Borderline
TSH,4.23,0.4,4.0,mIU/L,Borderline
TSH,4.4,0.4,4.0,mIU/L,Borderline
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,6.14,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,6.41,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,5.51,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,6.56,0.4,4.0,mIU/L,Critical
TSH,5.96,0.4,4.0,mIU/L,Critical
TSH,4.94,0.4,4.0,mIU/L,Critical
TSH,5.56,0.4,4.0,mIU/L,Critical
TSH,5.58,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,6.87,0.4,4.0,mIU/L,Critical
TSH,6.48,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,5.43,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,6.24,0.4,4.0,mIU/L,Critical
TSH,6.61,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,5.15,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
TSH,0.0,0.4,4.0,mIU/L,Critical
Vitamin D,87.05,30.0,100.0,ng/mL,Normal
Vitamin D,45.86,30.0,100.0,ng/mL,Normal
Vitamin D,41.41,30.0,100.0,ng/mL,Normal
Vitamin D,94.2,30.0,100.0,ng/mL,Normal
Vitamin D,40.31,30.0,100.0,ng/mL,Normal
Vitamin D,63.64,30.0,100.0,ng/mL,Normal
Vitamin D,70.39,30.0,100.0,ng/mL,Normal
Vitamin D,67.61,30.0,100.0,ng/mL,Normal
Vitamin D,38.92,30.0,100.0,ng/mL,Normal
Vitamin D,37.09,30.0,100.0,ng/mL,Normal
Vitamin D,40.15,30.0,100.0,ng/mL,Normal
Vitamin D,70.39,30.0,100.0,ng/mL,Normal
Vitamin D,67.79,30.0,100.0,ng/mL,Normal
Vitamin D,48.23,30.0,100.0,ng/mL,Normal
Vitamin D,73.68,30.0,100.0,ng/mL,Normal
Vitamin D,85.16,30.0,100.0,ng/mL,Normal
Vitamin D,36.12,30.0,100.0,ng/mL,Normal
Vitamin D,64.88,30.0,100.0,ng/mL,Normal
Vitamin D,76.93,30.0,100.0,ng/mL,Normal
Vitamin D,49.4,30.0,100.0,ng/mL,Normal
Vitamin D,52.89,30.0,100.0,ng/mL,Normal
Vitamin D,72.16,30.0,100.0,ng/mL,Normal
Vitamin D,90.07,30.0,100.0,ng/mL,Normal
Vitamin D,84.53,30.0,100.0,ng/mL,Normal
Vitamin D,70.24,30.0,100.0,ng/mL,Normal
Vitamin D,79.5,30.0,100.0,ng/mL,Normal
Vitamin D,56.48,30.0,100.0,ng/mL,Normal
Vitamin D,73.88,30.0,100.0,ng/mL,Normal
Vitamin D,62.87,30.0,100.0,ng/mL,Normal
Vitamin D,45.47,30.0,100.0,ng/mL,Normal
Vitamin D,77.71,30.0,100.0,ng/mL,Normal
Vitamin D,68.56,30.0,100.0,ng/mL,Normal
Vitamin D,56.09,30.0,100.0,ng/mL,Normal
Vitamin D,90.91,30.0,100.0,ng/mL,Normal
Vitamin D,34.82,30.0,100.0,ng/mL,Normal
Vitamin D,53.39,30.0,100.0,ng/mL,Normal
Vitamin D,37.08,30.0,100.0,ng/mL,Normal
Vitamin D,81.79,30.0,100.0,ng/mL,Normal
Vitamin D,77.73,30.0,100.0,ng/mL,Normal
Vitamin D,54.38,30.0,100.0,ng/mL,Normal
Vitamin D,76.07,30.0,100.0,ng/mL,Normal
Vitamin D,58.44,30.0,100.0,ng/mL,Normal
Vitamin D,81.14,30.0,100.0,ng/mL,Normal
Vitamin D,62.11,30.0,100.0,ng/mL,Normal
Vitamin D,59.47,30.0,100.0,ng/mL,Normal
Vitamin D,92.39,30.0,100.0,ng/mL,Normal
Vitamin D,49.31,30.0,100.0,ng/mL,Normal
Vitamin D,41.09,30.0,100.0,ng/mL,Normal
Vitamin D,70.33,30.0,100.0,ng/mL,Normal
Vitamin D,94.57,30.0,100.0,ng/mL,Normal
Vitamin D,57.3,30.0,100.0,ng/mL,Normal
Vitamin D,37.41,30.0,100.0,ng/mL,Normal
Vitamin D,54.88,30.0,100.0,ng/mL,Normal
Vitamin D,65.37,30.0,100.0,ng/mL,Normal
Vitamin D,43.7,30.0,100.0,ng/mL,Normal
Vitamin D,74.96,30.0,100.0,ng/mL,Normal
Vitamin D,96.36,30.0,100.0,ng/mL,Normal
Vitamin D,61.96,30.0,100.0,ng/mL,Normal
Vitamin D,55.85,30.0,100.0,ng/mL,Normal
Vitamin D,58.74,30.0,100.0,ng/mL,Normal
Vitamin D,40.75,30.0,100.0,ng/mL,Normal
Vitamin D,89.15,30.0,100.0,ng/mL,Normal
Vitamin D,59.63,30.0,100.0,ng/mL,Normal
Vitamin D,57.9,30.0,100.0,ng/mL,Normal
Vitamin D,75.06,30.0,100.0,ng/mL,Normal
Vitamin D,61.35,30.0,100.0,ng/mL,Normal
Vitamin D,74.34,30.0,100.0,ng/mL,Normal
Vitamin D,37.37,30.0,100.0,ng/mL,Normal
Vitamin D,84.76,30.0,100.0,ng/mL,Normal
Vitamin D,92.75,30.0,100.0,ng/mL,Normal
Vitamin D,74.37,30.0,100.0,ng/mL,Normal
Vitamin D,93.64,30.0,100.0,ng/mL,Normal
Vitamin D,43.04,30.0,100.0,ng/mL,Normal
Vitamin D,63.58,30.0,100.0,ng/mL,Normal
Vitamin D,71.41,30.0,100.0,ng/mL,Normal
Vitamin D,70.15,30.0,100.0,ng/mL,Normal
Vitamin D,58.79,30.0,100.0,ng/mL,Normal
Vitamin D,54.8,30.0,100.0,ng/mL,Normal
Vitamin D,41.49,30.0,100.0,ng/mL,Normal
Vitamin D,58.18,30.0,100.0,ng/mL,Normal
Vitamin D,43.75,30.0,100.0,ng/mL,Normal
Vitamin D,79.77,30.0,100.0,ng/mL,Normal
Vitamin D,46.66,30.0,100.0,ng/mL,Normal
Vitamin D,37.19,30.0,100.0,ng/mL,Normal
Vitamin D,68.3,30.0,100.0,ng/mL,Normal
Vitamin D,71.0,30.0,100.0,ng/mL,Normal
Vitamin D,88.43,30.0,100.0,ng/mL,Normal
Vitamin D,69.85,30.0,100.0,ng/mL,Normal
Vitamin D,55.27,30.0,100.0,ng/mL,Normal
Vitamin D,84.09,30.0,100.0,ng/mL,Normal
Vitamin D,67.54,30.0,100.0,ng/mL,Normal
Vitamin D,38.49,30.0,100.0,ng/mL,Normal
Vitamin D,69.15,30.0,100.0,ng/mL,Normal
Vitamin D,90.71,30.0,100.0,ng/mL,Normal
Vitamin D,58.47,30.0,100.0,ng/mL,Normal
Vitamin D,52.17,30.0,100.0,ng/mL,Normal
Vitamin D,42.54,30.0,100.0,ng/mL,Normal
Vitamin D,43.04,30.0,100.0,ng/mL,Normal
Vitamin D,60.76,30.0,100.0,ng/mL,Normal
Vitamin D,71.03,30.0,100.0,ng/mL,Normal
Vitamin D,38.58,30.0,100.0,ng/mL,Normal
Vitamin D,92.69,30.0,100.0,ng/mL,Normal
Vitamin D,81.07,30.0,100.0,ng/mL,Normal
Vitamin D,70.46,30.0,100.0,ng/mL,Normal
Vitamin D,85.69,30.0,100.0,ng/mL,Normal
Vitamin D,38.55,30.0,100.0,ng/mL,Normal
Vitamin D,63.54,30.0,100.0,ng/mL,Normal
Vitamin D,73.2,30.0,100.0,ng/mL,Normal
Vitamin D,85.71,30.0,100.0,ng/mL,Normal
Vitamin D,82.86,30.0,100.0,ng/mL,Normal
Vitamin D,50.96,30.0,100.0,ng/mL,Normal
Vitamin D,92.78,30.0,100.0,ng/mL,Normal
Vitamin D,41.33,30.0,100.0,ng/mL,Normal
Vitamin D,88.63,30.0,100.0,ng/mL,Normal
Vitamin D,94.67,30.0,100.0,ng/mL,Normal
Vitamin D,44.66,30.0,100.0,ng/mL,Normal
Vitamin D,78.99,30.0,100.0,ng/mL,Normal
Vitamin D,36.04,30.0,100.0,ng/mL,Normal
Vitamin D,59.04,30.0,100.0,ng/mL,Normal
Vitamin D,66.03,30.0,100.0,ng/mL,Normal
Vitamin D,29.1,30.0,100.0,ng/mL,Borderline
Vitamin D,22.74,30.0,100.0,ng/mL,Borderline
Vitamin D,29.31,30.0,100.0,ng/mL,Borderline
Vitamin D,29.76,30.0,100.0,ng/mL,Borderline
Vitamin D,27.4,30.0,100.0,ng/mL,Borderline
Vitamin D,17.85,30.0,100.0,ng/mL,Borderline
Vitamin D,25.02,30.0,100.0,ng/mL,Borderline
Vitamin D,16.76,30.0,100.0,ng/mL,Borderline
Vitamin D,28.63,30.0,100.0,ng/mL,Borderline
Vitamin D,19.03,30.0,100.0,ng/mL,Borderline
Vitamin D,16.68,30.0,100.0,ng/mL,Borderline
Vitamin D,27.57,30.0,100.0,ng/mL,Borderline
Vitamin D,20.94,30.0,100.0,ng/mL,Borderline
Vitamin D,23.77,30.0,100.0,ng/mL,Borderline
Vitamin D,24.84,30.0,100.0,ng/mL,Borderline
Vitamin D,24.38,30.0,100.0,ng/mL,Borderline
Vitamin D,29.41,30.0,100.0,ng/mL,Borderline
Vitamin D,24.47,30.0,100.0,ng/mL,Borderline
Vitamin D,24.76,30.0,100.0,ng/mL,Borderline
Vitamin D,18.59,30.0,100.0,ng/mL,Borderline
Vitamin D,24.46,30.0,100.0,ng/mL,Borderline
Vitamin D,23.33,30.0,100.0,ng/mL,Borderline
Vitamin D,25.33,30.0,100.0,ng/mL,Borderline
Vitamin D,22.19,30.0,100.0,ng/mL,Borderline
Vitamin D,18.58,30.0,100.0,ng/mL,Borderline
Vitamin D,21.41,30.0,100.0,ng/mL,Borderline
Vitamin D,21.57,30.0,100.0,ng/mL,Borderline
Vitamin D,22.77,30.0,100.0,ng/mL,Borderline
Vitamin D,27.75,30.0,100.0,ng/mL,Borderline
Vitamin D,23.08,30.0,100.0,ng/mL,Borderline
Vitamin D,17.0,30.0,100.0,ng/mL,Borderline
Vitamin D,23.92,30.0,100.0,ng/mL,Borderline
Vitamin D,23.81,30.0,100.0,ng/mL,Borderline
Vitamin D,16.68,30.0,100.0,ng/mL,Borderline
Vitamin D,16.62,30.0,100.0,ng/mL,Borderline
Vitamin D,23.58,30.0,100.0,ng/mL,Borderline
Vitamin D,16.64,30.0,100.0,ng/mL,Borderline
Vitamin D,27.79,30.0,100.0,ng/mL,Borderline
Vitamin D,17.08,30.0,100.0,ng/mL,Borderline
Vitamin D,17.78,30.0,100.0,ng/mL,Borderline
Vitamin D,23.26,30.0,100.0,ng/mL,Borderline
Vitamin D,21.01,30.0,100.0,ng/mL,Borderline
Vitamin D,25.58,30.0,100.0,ng/mL,Borderline
Vitamin D,18.0,30.0,100.0,ng/mL,Borderline
Vitamin D,23.77,30.0,100.0,ng/mL,Borderline
Vitamin D,16.06,30.0,100.0,ng/mL,Borderline
Vitamin D,24.99,30.0,100.0,ng/mL,Borderline
Vitamin D,22.86,30.0,100.0,ng/mL,Borderline
Vitamin D,16.34,30.0,100.0,ng/mL,Borderline
Vitamin D,18.48,30.0,100.0,ng/mL,Borderline
Vitamin D,14.64,30.0,100.0,ng/mL,Critical
Vitamin D,11.15,30.0,100.0,ng/mL,Critical
Vitamin D,6.02,30.0,100.0,ng/mL,Critical
Vitamin D,1.48,30.0,100.0,ng/mL,Critical
Vitamin D,12.2,30.0,100.0,ng/mL,Critical
Vitamin D,8.37,30.0,100.0,ng/mL,Critical
Vitamin D,14.11,30.0,100.0,ng/mL,Critical
Vitamin D,4.29,30.0,100.0,ng/mL,Critical
Vitamin D,11.97,30.0,100.0,ng/mL,Critical
Vitamin D,3.68,30.0,100.0,ng/mL,Critical
Vitamin D,12.71,30.0,100.0,ng/mL,Critical
Vitamin D,6.11,30.0,100.0,ng/mL,Critical
Vitamin D,14.97,30.0,100.0,ng/mL,Critical
Vitamin D,12.23,30.0,100.0,ng/mL,Critical
Vitamin D,11.18,30.0,100.0,ng/mL,Critical
Vitamin D,8.85,30.0,100.0,ng/mL,Critical
Vitamin D,12.3,30.0,100.0,ng/mL,Critical
Vitamin D,0.91,30.0,100.0,ng/mL,Critical
Vitamin D,2.14,30.0,100.0,ng/mL,Critical
Vitamin D,8.39,30.0,100.0,ng/mL,Critical
Vitamin D,7.95,30.0,100.0,ng/mL,Critical
Vitamin D,2.07,30.0,100.0,ng/mL,Critical
Vitamin D,6.06,30.0,100.0,ng/mL,Critical
Vitamin D,2.43,30.0,100.0,ng/mL,Critical
Vitamin D,13.46,30.0,100.0,ng/mL,Critical
Vitamin D,15.17,30.0,100.0,ng/mL,Critical
Vitamin D,5.44,30.0,100.0,ng/mL,Critical
Vitamin D,7.4,30.0,100.0,ng/mL,Critical
Vitamin D,5.47,30.0,100.0,ng/mL,Critical
Vitamin D,8.81,30.0,100.0,ng/mL,Critical
Vitamin B12,336.72,200.0,900.0,pg/mL,Normal
Vitamin B12,532.2,200.0,900.0,pg/mL,Normal
Vitamin B12,583.69,200.0,900.0,pg/mL,Normal
Vitamin B12,594.28,200.0,900.0,pg/mL,Normal
Vitamin B12,367.37,200.0,900.0,pg/mL,Normal
Vitamin B12,702.63,200.0,900.0,pg/mL,Normal
Vitamin B12,250.88,200.0,900.0,pg/mL,Normal
Vitamin B12,458.54,200.0,900.0,pg/mL,Normal
Vitamin B12,726.53,200.0,900.0,pg/mL,Normal
Vitamin B12,590.25,200.0,900.0,pg/mL,Normal
Vitamin B12,399.53,200.0,900.0,pg/mL,Normal
Vitamin B12,672.82,200.0,900.0,pg/mL,Normal
Vitamin B12,592.46,200.0,900.0,pg/mL,Normal
Vitamin B12,736.63,200.0,900.0,pg/mL,Normal
Vitamin B12,698.07,200.0,900.0,pg/mL,Normal
Vitamin B12,619.37,200.0,900.0,pg/mL,Normal
Vitamin B12,542.55,200.0,900.0,pg/mL,Normal
Vitamin B12,318.9,200.0,900.0,pg/mL,Normal
Vitamin B12,399.64,200.0,900.0,pg/mL,Normal
Vitamin B12,499.03,200.0,900.0,pg/mL,Normal
Vitamin B12,612.56,200.0,900.0,pg/mL,Normal
Vitamin B12,558.64,200.0,900.0,pg/mL,Normal
Vitamin B12,416.56,200.0,900.0,pg/mL,Normal
Vitamin B12,239.07,200.0,900.0,pg/mL,Normal
Vitamin B12,547.63,200.0,900.0,pg/mL,Normal
Vitamin B12,414.94,200.0,900.0,pg/mL,Normal
Vitamin B12,697.8,200.0,900.0,pg/mL,Normal
Vitamin B12,250.09,200.0,900.0,pg/mL,Normal
Vitamin B12,603.44,200.0,900.0,pg/mL,Normal
Vitamin B12,828.13,200.0,900.0,pg/mL,Normal
Vitamin B12,344.88,200.0,900.0,pg/mL,Normal
Vitamin B12,532.14,200.0,900.0,pg/mL,Normal
Vitamin B12,292.6,200.0,900.0,pg/mL,Normal
Vitamin B12,629.18,200.0,900.0,pg/mL,Normal
Vitamin B12,581.83,200.0,900.0,pg/mL,Normal
Vitamin B12,491.64,200.0,900.0,pg/mL,Normal
Vitamin B12,563.47,200.0,900.0,pg/mL,Normal
Vitamin B12,799.84,200.0,900.0,pg/mL,Normal
Vitamin B12,358.67,200.0,900.0,pg/mL,Normal
Vitamin B12,249.22,200.0,900.0,pg/mL,Normal
Vitamin B12,777.85,200.0,900.0,pg/mL,Normal
Vitamin B12,598.58,200.0,900.0,pg/mL,Normal
Vitamin B12,796.11,200.0,900.0,pg/mL,Normal
Vitamin B12,611.08,200.0,900.0,pg/mL,Normal
Vitamin B12,745.4,200.0,900.0,pg/mL,Normal
Vitamin B12,505.69,200.0,900.0,pg/mL,Normal
Vitamin B12,707.41,200.0,900.0,pg/mL,Normal
Vitamin B12,810.22,200.0,900.0,pg/mL,Normal
Vitamin B12,595.44,200.0,900.0,pg/mL,Normal
Vitamin B12,348.89,200.0,900.0,pg/mL,Normal
Vitamin B12,404.34,200.0,900.0,pg/mL,Normal
Vitamin B12,360.15,200.0,900.0,pg/mL,Normal
Vitamin B12,390.52,200.0,900.0,pg/mL,Normal
Vitamin B12,428.04,200.0,900.0,pg/mL,Normal
Vitamin B12,584.73,200.0,900.0,pg/mL,Normal
Vitamin B12,605.43,200.0,900.0,pg/mL,Normal
Vitamin B12,503.69,200.0,900.0,pg/mL,Normal
Vitamin B12,622.72,200.0,900.0,pg/mL,Normal
Vitamin B12,286.39,200.0,900.0,pg/mL,Normal
Vitamin B12,290.31,200.0,900.0,pg/mL,Normal
Vitamin B12,343.25,200.0,900.0,pg/mL,Normal
Vitamin B12,561.39,200.0,900.0,pg/mL,Normal
Vitamin B12,369.82,200.0,900.0,pg/mL,Normal
Vitamin B12,413.47,200.0,900.0,pg/mL,Normal
Vitamin B12,487.2,200.0,900.0,pg/mL,Normal
Vitamin B12,746.48,200.0,900.0,pg/mL,Normal
Vitamin B12,243.73,200.0,900.0,pg/mL,Normal
Vitamin B12,644.11,200.0,900.0,pg/mL,Normal
Vitamin B12,656.39,200.0,900.0,pg/mL,Normal
Vitamin B12,738.15,200.0,900.0,pg/mL,Normal
Vitamin B12,822.63,200.0,900.0,pg/mL,Normal
Vitamin B12,247.69,200.0,900.0,pg/mL,Normal
Vitamin B12,331.88,200.0,900.0,pg/mL,Normal
Vitamin B12,793.29,200.0,900.0,pg/mL,Normal
Vitamin B12,523.87,200.0,900.0,pg/mL,Normal
Vitamin B12,590.69,200.0,900.0,pg/mL,Normal
Vitamin B12,652.71,200.0,900.0,pg/mL,Normal
Vitamin B12,662.81,200.0,900.0,pg/mL,Normal
Vitamin B12,822.0,200.0,900.0,pg/mL,Normal
Vitamin B12,863.08,200.0,900.0,pg/mL,Normal
Vitamin B12,688.7,200.0,900.0,pg/mL,Normal
Vitamin B12,415.95,200.0,900.0,pg/mL,Normal
Vitamin B12,789.24,200.0,900.0,pg/mL,Normal
Vitamin B12,266.01,200.0,900.0,pg/mL,Normal
Vitamin B12,380.58,200.0,900.0,pg/mL,Normal
Vitamin B12,800.35,200.0,900.0,pg/mL,Normal
Vitamin B12,396.4,200.0,900.0,pg/mL,Normal
Vitamin B12,374.01,200.0,900.0,pg/mL,Normal
Vitamin B12,322.02,200.0,900.0,pg/mL,Normal
Vitamin B12,776.24,200.0,900.0,pg/mL,Normal
Vitamin B12,550.04,200.0,900.0,pg/mL,Normal
Vitamin B12,660.18,200.0,900.0,pg/mL,Normal
Vitamin B12,385.61,200.0,900.0,pg/mL,Normal
Vitamin B12,712.57,200.0,900.0,pg/mL,Normal
Vitamin B12,713.8,200.0,900.0,pg/mL,Normal
Vitamin B12,431.94,200.0,900.0,pg/mL,Normal
Vitamin B12,493.73,200.0,900.0,pg/mL,Normal
Vitamin B12,367.1,200.0,900.0,pg/mL,Normal
Vitamin B12,850.23,200.0,900.0,pg/mL,Normal
Vitamin B12,641.73,200.0,900.0,pg/mL,Normal
Vitamin B12,823.76,200.0,900.0,pg/mL,Normal
Vitamin B12,426.13,200.0,900.0,pg/mL,Normal
Vitamin B12,727.59,200.0,900.0,pg/mL,Normal
Vitamin B12,717.49,200.0,900.0,pg/mL,Normal
Vitamin B12,670.74,200.0,900.0,pg/mL,Normal
Vitamin B12,843.35,200.0,900.0,pg/mL,Normal
Vitamin B12,482.94,200.0,900.0,pg/mL,Normal
Vitamin B12,317.35,200.0,900.0,pg/mL,Normal
Vitamin B12,658.18,200.0,900.0,pg/mL,Normal
Vitamin B12,694.47,200.0,900.0,pg/mL,Normal
Vitamin B12,597.29,200.0,900.0,pg/mL,Normal
Vitamin B12,365.3,200.0,900.0,pg/mL,Normal
Vitamin B12,552.81,200.0,900.0,pg/mL,Normal
Vitamin B12,431.68,200.0,900.0,pg/mL,Normal
Vitamin B12,504.3,200.0,900.0,pg/mL,Normal
Vitamin B12,641.49,200.0,900.0,pg/mL,Normal
Vitamin B12,704.49,200.0,900.0,pg/mL,Normal
Vitamin B12,381.3,200.0,900.0,pg/mL,Normal
Vitamin B12,490.35,200.0,900.0,pg/mL,Normal
Vitamin B12,404.57,200.0,900.0,pg/mL,Normal
Vitamin B12,169.67,200.0,900.0,pg/mL,Borderline
Vitamin B12,111.83,200.0,900.0,pg/mL,Borderline
Vitamin B12,185.58,200.0,900.0,pg/mL,Borderline
Vitamin B12,85.59,200.0,900.0,pg/mL,Borderline
Vitamin B12,112.73,200.0,900.0,pg/mL,Borderline
Vitamin B12,68.74,200.0,900.0,pg/mL,Borderline
Vitamin B12,75.26,200.0,900.0,pg/mL,Borderline
Vitamin B12,104.37,200.0,900.0,pg/mL,Borderline
Vitamin B12,182.57,200.0,900.0,pg/mL,Borderline
Vitamin B12,180.22,200.0,900.0,pg/mL,Borderline
Vitamin B12,167.05,200.0,900.0,pg/mL,Borderline
Vitamin B12,156.65,200.0,900.0,pg/mL,Borderline
Vitamin B12,155.56,200.0,900.0,pg/mL,Borderline
Vitamin B12,130.08,200.0,900.0,pg/mL,Borderline
Vitamin B12,131.48,200.0,900.0,pg/mL,Borderline
Vitamin B12,103.69,200.0,900.0,pg/mL,Borderline
Vitamin B12,180.6,200.0,900.0,pg/mL,Borderline
Vitamin B12,193.33,200.0,900.0,pg/mL,Borderline
Vitamin B12,152.72,200.0,900.0,pg/mL,Borderline
Vitamin B12,173.67,200.0,900.0,pg/mL,Borderline
Vitamin B12,103.81,200.0,900.0,pg/mL,Borderline
Vitamin B12,78.44,200.0,900.0,pg/mL,Borderline
Vitamin B12,163.88,200.0,900.0,pg/mL,Borderline
Vitamin B12,95.32,200.0,900.0,pg/mL,Borderline
Vitamin B12,83.64,200.0,900.0,pg/mL,Borderline
Vitamin B12,160.45,200.0,900.0,pg/mL,Borderline
Vitamin B12,178.87,200.0,900.0,pg/mL,Borderline
Vitamin B12,83.56,200.0,900.0,pg/mL,Borderline
Vitamin B12,136.85,200.0,900.0,pg/mL,Borderline
Vitamin B12,160.85,200.0,900.0,pg/mL,Borderline
Vitamin B12,144.6,200.0,900.0,pg/mL,Borderline
Vitamin B12,176.02,200.0,900.0,pg/mL,Borderline
Vitamin B12,159.31,200.0,900.0,pg/mL,Borderline
Vitamin B12,177.44,200.0,900.0,pg/mL,Borderline
Vitamin B12,157.58,200.0,900.0,pg/mL,Borderline
Vitamin B12,183.1,200.0,900.0,pg/mL,Borderline
Vitamin B12,75.76,200.0,900.0,pg/mL,Borderline
Vitamin B12,184.09,200.0,900.0,pg/mL,Borderline
Vitamin B12,194.6,200.0,900.0,pg/mL,Borderline
Vitamin B12,148.39,200.0,900.0,pg/mL,Borderline
Vitamin B12,94.83,200.0,900.0,pg/mL,Borderline
Vitamin B12,101.76,200.0,900.0,pg/mL,Borderline
